medicineID,name,price,quantity,expiryDate,category
MED00467,Azithromycin,41.46,171,2025-11-28,PersonalCare
MED00468,Metformin,334.08,102,2026-06-10,PersonalCare
MED00469,Calcium,163.29,150,2028-06-09,OTC
MED00470,Omeprazole,37.76,183,2028-11-03,Prescription
MED00471,Paracetamol,205.71,64,2028-03-11,OTC
MED00472,Calcium,329.68,58,2026-09-04,Prescription
MED00473,Atorvastatin,410.89,29,2028-12-15,PersonalCare
MED00474,Paracetamol,79.22,17,2027-02-05,OTC
MED00475,Azithromycin,210.61,139,2025-10-19,PersonalCare
MED00476,Calcium,478.15,118,2026-07-22,Prescription
MED00477,Ibuprofen,481.15,63,2025-05-18,Prescription
MED00478,Omeprazole,369.74,199,2026-11-30,Prescription
MED00479,Omeprazole,402.03,35,2025-12-23,OTC
MED00480,Omeprazole,294.27,193,2025-02-21,PersonalCare
MED00481,Atorvastatin,400.48,131,2025-01-22,Prescription
MED00482,Azithromycin,115.51,94,2028-01-22,Prescription
MED00483,Metformin,112.22,159,2028-08-01,OTC
MED00484,Paracetamol,215.96,114,2026-05-06,Supplement
MED00485,Ibuprofen,250.41,86,2026-06-04,PersonalCare
MED00486,Azithromycin,390.31,180,2026-12-08,OTC
MED00487,Paracetamol,440.52,188,2025-06-16,Supplement
MED00488,Paracetamol,455.53,195,2025-07-01,Prescription
MED00489,Azithromycin,110.91,146,2026-11-08,Supplement
MED00490,Calcium,291.81,3,2026-03-28,Supplement
MED00491,Calcium,67.98,126,2025-06-16,PersonalCare
MED00492,Paracetamol,112.28,88,2027-04-22,PersonalCare
MED00493,Paracetamol,448.76,77,2025-05-31,Prescription
MED00494,Metformin,456.84,178,2027-02-22,OTC
MED00495,Atorvastatin,64.75,100,2026-06-03,Prescription
MED00496,Atorvastatin,120.24,114,2027-02-28,Supplement
MED00497,Ibuprofen,382.91,116,2027-04-07,PersonalCare
MED00498,Calcium,435.52,111,2025-05-05,OTC
MED00499,Omeprazole,154.31,79,2026-10-27,PersonalCare
MED00500,Azithromycin,424.52,163,2027-08-26,Prescription
MED00501,Paracetamol,129.27,45,2026-06-26,PersonalCare
MED00502,Calcium,180.0,193,2027-10-21,Supplement
MED00503,Atorvastatin,75.83,0,2026-09-11,Supplement
MED00504,Paracetamol,301.59,179,2027-06-18,Prescription
MED00505,Ibuprofen,279.87,88,2027-03-04,OTC
MED00506,Atorvastatin,425.66,41,2027-09-18,OTC
MED00507,Calcium,305.29,149,2027-01-08,Supplement
MED00508,Calcium,218.51,30,2025-08-04,OTC
MED00509,Paracetamol,252.38,147,2027-08-27,PersonalCare
MED00510,Metformin,442.93,92,2026-08-17,Supplement
MED00511,Omeprazole,183.88,38,2027-11-15,PersonalCare
MED00512,Cetirizine,99.88,174,2028-03-26,Prescription
MED00513,Metformin,263.32,68,2028-10-25,OTC
MED00514,Azithromycin,298.39,155,2027-11-06,Supplement
MED00515,Omeprazole,273.64,89,2027-05-04,OTC
MED00516,Omeprazole,201.9,151,2028-05-08,Prescription
MED00517,Omeprazole,52.49,132,2025-09-28,PersonalCare
MED00518,Calcium,36.21,196,2027-06-26,PersonalCare
MED00519,Calcium,230.74,95,2027-08-18,OTC
MED00520,Azithromycin,293.36,104,2025-10-23,PersonalCare
MED00521,Azithromycin,258.56,150,2026-01-12,PersonalCare
MED00522,Ibuprofen,341.64,21,2025-04-23,PersonalCare
MED00523,Azithromycin,494.41,31,2025-09-24,PersonalCare
MED00524,Cetirizine,109.97,8,2027-04-14,Prescription
MED00525,Metformin,116.82,59,2026-01-30,Prescription
MED00526,Paracetamol,398.14,55,2028-06-17,Prescription
MED00527,Metformin,154.36,5,2027-04-02,OTC
MED00528,Omeprazole,291.68,66,2028-12-20,Prescription
MED00529,Paracetamol,211.44,88,2028-09-02,Prescription
MED00530,Azithromycin,183.69,137,2027-03-14,Supplement
MED00531,Cetirizine,307.42,23,2025-10-07,Supplement
MED00532,Azithromycin,251.55,12,2025-03-09,PersonalCare
MED00533,Metformin,141.83,142,2026-11-20,Supplement
MED00534,Calcium,394.34,87,2026-05-18,OTC
MED00535,Ibuprofen,481.69,161,2027-12-02,OTC
MED00536,Metformin,100.02,89,2026-09-29,Prescription
MED00537,Paracetamol,175.51,113,2027-04-21,Supplement
MED00538,Cetirizine,195.28,7,2027-09-10,PersonalCare
MED00539,Calcium,281.29,7,2028-10-22,Prescription
MED00540,Paracetamol,129.77,151,2025-09-24,Prescription
MED00541,Ibuprofen,139.57,19,2027-09-12,OTC
MED00542,Ibuprofen,318.29,183,2026-10-30,PersonalCare
MED00543,Omeprazole,462.8,151,2028-03-27,Prescription
MED00544,Calcium,291.61,198,2027-09-19,Prescription
MED00545,Calcium,117.43,179,2025-06-06,Supplement
MED00546,Cetirizine,406.67,145,2027-01-12,PersonalCare
MED00547,Cetirizine,296.61,28,2027-08-29,PersonalCare
MED00548,Metformin,164.2,109,2025-01-18,Prescription
MED00549,Azithromycin,384.92,138,2028-02-15,OTC
MED00550,Calcium,22.15,82,2025-06-10,OTC
MED00551,Cetirizine,272.99,79,2026-11-25,OTC
MED00552,Cetirizine,470.72,37,2028-10-26,Prescription
MED00553,Paracetamol,59.49,125,2027-01-10,Supplement
MED00554,Atorvastatin,474.62,17,2027-03-27,Supplement
MED00555,Calcium,317.37,168,2028-11-26,OTC
MED00556,Paracetamol,436.85,68,2027-04-12,PersonalCare
MED00557,Cetirizine,439.73,81,2028-08-24,OTC
MED00558,Ibuprofen,190.65,103,2028-10-26,PersonalCare
MED00559,Metformin,152.37,13,2026-04-16,PersonalCare
MED00560,Paracetamol,251.02,196,2026-12-01,Supplement
MED00561,Azithromycin,116.8,146,2027-02-02,PersonalCare
MED00562,Cetirizine,453.0,176,2028-02-12,Prescription
MED00563,Omeprazole,276.76,164,2025-01-22,PersonalCare
MED00564,Paracetamol,401.9,66,2026-11-19,PersonalCare
MED00565,Cetirizine,129.98,102,2027-09-22,OTC
MED00566,Metformin,375.93,136,2026-12-02,OTC
MED00567,Calcium,23.34,93,2025-04-01,OTC
MED00568,Omeprazole,258.25,123,2028-10-02,Prescription
MED00569,Paracetamol,316.36,89,2025-05-31,Prescription
MED00570,Paracetamol,77.2,143,2025-11-13,Supplement
MED00571,Cetirizine,134.37,180,2025-11-02,PersonalCare
MED00572,Paracetamol,419.04,147,2028-08-18,Prescription
MED00573,Calcium,301.04,129,2025-11-27,OTC
MED00574,Atorvastatin,277.05,161,2027-02-01,Supplement
MED00575,Ibuprofen,57.12,54,2028-05-22,PersonalCare
MED00576,Ibuprofen,155.56,42,2025-02-09,PersonalCare
MED00577,Atorvastatin,418.64,117,2026-09-12,OTC
MED00578,Metformin,459.08,76,2028-02-24,PersonalCare
MED00579,Azithromycin,299.76,40,2027-03-01,Prescription
MED00580,Atorvastatin,308.62,132,2028-01-23,Prescription
MED00581,Ibuprofen,105.35,167,2028-03-23,PersonalCare
MED00582,Calcium,133.1,165,2027-06-09,PersonalCare
MED00583,Calcium,102.49,192,2026-06-13,Supplement
MED00584,Azithromycin,324.97,50,2028-07-13,Supplement
MED00585,Metformin,318.87,118,2027-11-29,PersonalCare
MED00586,Cetirizine,309.73,96,2027-01-12,PersonalCare
MED00587,Ibuprofen,182.03,103,2028-12-27,Supplement
MED00588,Azithromycin,449.28,173,2028-08-19,OTC
MED00589,Cetirizine,314.42,146,2025-04-07,Prescription
MED00590,Metformin,465.49,165,2025-02-08,Supplement
MED00591,Cetirizine,160.65,148,2027-05-08,OTC
MED00592,Paracetamol,366.08,145,2026-08-11,OTC
MED00593,Ibuprofen,221.1,90,2027-09-17,Prescription
MED00594,Calcium,219.3,73,2025-12-10,PersonalCare
MED00595,Omeprazole,353.37,177,2025-10-11,Prescription
MED00596,Atorvastatin,145.62,39,2025-03-09,Prescription
MED00597,Omeprazole,395.31,59,2025-04-19,OTC
MED00598,Metformin,463.02,161,2025-05-01,OTC
MED00599,Atorvastatin,91.19,61,2025-08-11,OTC
MED00600,Calcium,108.49,46,2027-03-23,Supplement
MED00601,Ibuprofen,144.14,84,2027-05-13,OTC
MED00602,Paracetamol,324.38,133,2026-06-29,Prescription
MED00603,Azithromycin,124.37,84,2028-06-04,Supplement
MED00604,Calcium,404.54,41,2025-11-20,Prescription
MED00605,Atorvastatin,315.9,175,2027-05-01,PersonalCare
MED00606,Calcium,402.68,21,2026-12-24,Prescription
MED00607,Paracetamol,399.03,42,2027-06-03,Prescription
MED00608,Metformin,243.19,199,2026-04-29,PersonalCare
MED00609,Atorvastatin,25.09,184,2026-02-20,Prescription
MED00610,Paracetamol,295.83,180,2028-07-26,OTC
MED00611,Omeprazole,164.29,116,2027-04-13,OTC
MED00612,Metformin,164.53,115,2027-10-28,PersonalCare
MED00613,Azithromycin,424.18,180,2026-10-28,Supplement
MED00614,Metformin,336.16,13,2026-08-05,Prescription
MED00615,Azithromycin,79.97,158,2027-10-07,Prescription
MED00616,Paracetamol,372.66,113,2027-01-15,Supplement
MED00617,Azithromycin,318.55,78,2026-04-19,PersonalCare
MED00618,Paracetamol,153.04,54,2028-10-07,Prescription
MED00619,Atorvastatin,103.77,120,2028-02-17,Prescription
MED00620,Atorvastatin,239.2,63,2027-11-13,OTC
MED00621,Azithromycin,138.21,123,2026-04-22,Supplement
MED00622,Atorvastatin,139.31,173,2026-03-03,OTC
MED00623,Cetirizine,493.16,108,2026-09-28,OTC
MED00624,Cetirizine,93.21,194,2027-09-02,Supplement
MED00625,Paracetamol,324.1,137,2027-02-06,Prescription
MED00626,Calcium,95.5,61,2026-04-17,Supplement
MED00627,Paracetamol,175.61,18,2027-03-30,OTC
MED00628,Cetirizine,139.3,33,2026-10-31,OTC
MED00629,Paracetamol,253.99,22,2027-01-19,Supplement
MED00630,Atorvastatin,276.47,127,2025-04-21,Supplement
MED00631,Paracetamol,151.22,38,2028-08-19,Supplement
MED00632,Atorvastatin,208.77,18,2025-06-11,Prescription
MED00633,Atorvastatin,410.25,22,2025-09-27,Supplement
MED00634,Azithromycin,265.13,9,2027-09-23,OTC
MED00635,Ibuprofen,425.35,187,2026-12-09,OTC
MED00636,Atorvastatin,363.44,57,2028-11-11,Supplement
MED00637,Metformin,467.17,17,2028-06-16,PersonalCare
MED00638,Ibuprofen,179.93,127,2026-10-06,Supplement
MED00639,Calcium,475.71,100,2027-06-05,Prescription
MED00640,Cetirizine,480.22,161,2028-08-23,Prescription
MED00641,Metformin,216.6,4,2027-06-01,OTC
MED00642,Omeprazole,84.38,19,2028-10-06,Supplement
MED00643,Omeprazole,133.97,33,2025-01-19,OTC
MED00644,Calcium,229.19,18,2026-10-03,OTC
MED00645,Metformin,93.84,80,2028-05-28,PersonalCare
MED00646,Atorvastatin,340.47,107,2028-05-04,PersonalCare
MED00647,Calcium,441.09,78,2026-01-24,Prescription
MED00648,Omeprazole,31.51,129,2025-03-28,OTC
MED00649,Ibuprofen,41.18,72,2027-05-06,OTC
MED00650,Paracetamol,371.69,153,2025-11-01,PersonalCare
MED00651,Ibuprofen,278.21,53,2025-03-20,Supplement
MED00652,Omeprazole,335.09,98,2026-05-13,OTC
MED00653,Omeprazole,484.1,121,2028-12-20,Supplement
MED00654,Ibuprofen,273.17,175,2026-12-25,PersonalCare
MED00655,Paracetamol,496.65,160,2025-03-14,PersonalCare
MED00656,Atorvastatin,496.77,194,2028-02-15,Prescription
MED00657,Omeprazole,249.74,134,2025-03-12,OTC
MED00658,Calcium,475.64,182,2027-09-27,Prescription
MED00659,Paracetamol,367.52,141,2025-08-18,Supplement
MED00660,Calcium,94.08,49,2027-07-28,Prescription
MED00661,Atorvastatin,221.59,4,2027-08-13,Prescription
MED00662,Paracetamol,480.53,56,2025-04-12,PersonalCare
MED00663,Calcium,477.1,133,2028-05-10,Supplement
MED00664,Ibuprofen,327.94,88,2026-08-05,Prescription
MED00665,Omeprazole,241.5,20,2026-06-17,PersonalCare
MED00666,Calcium,146.45,9,2027-06-10,PersonalCare
MED00667,Omeprazole,235.73,17,2028-02-24,Supplement
MED00668,Calcium,448.74,21,2027-05-21,Supplement
MED00669,Atorvastatin,226.93,89,2028-10-01,Supplement
MED00670,Omeprazole,119.47,77,2026-05-25,OTC
MED00671,Paracetamol,459.73,167,2027-06-18,Prescription
MED00672,Cetirizine,27.8,8,2025-10-03,Supplement
MED00673,Atorvastatin,225.69,194,2026-03-15,Prescription
MED00674,Calcium,357.68,123,2026-05-11,OTC
MED00675,Azithromycin,67.72,126,2028-11-09,PersonalCare
MED00676,Ibuprofen,304.11,41,2027-05-02,OTC
MED00677,Atorvastatin,155.92,123,2028-10-10,Prescription
MED00678,Paracetamol,429.01,36,2026-06-22,OTC
MED00679,Cetirizine,477.89,74,2026-11-22,Supplement
MED00680,Paracetamol,335.93,87,2026-08-29,OTC
MED00681,Paracetamol,339.59,150,2028-02-02,Prescription
MED00682,Calcium,212.7,117,2026-05-01,PersonalCare
MED00683,Cetirizine,168.73,24,2027-03-14,Prescription
MED00684,Paracetamol,117.05,197,2026-08-01,Prescription
MED00685,Azithromycin,390.77,15,2025-02-26,OTC
MED00686,Ibuprofen,159.7,80,2025-11-19,Supplement
MED00687,Azithromycin,493.24,125,2028-11-17,Supplement
MED00688,Ibuprofen,230.09,145,2028-03-05,PersonalCare
MED00689,Atorvastatin,495.38,105,2027-03-05,Prescription
MED00690,Calcium,352.73,91,2025-07-24,PersonalCare
MED00691,Cetirizine,89.73,39,2027-07-16,Supplement
MED00692,Omeprazole,46.73,42,2025-09-18,Prescription
MED00693,Paracetamol,82.23,73,2025-03-21,Supplement
MED00694,Omeprazole,376.91,115,2025-07-29,Prescription
MED00695,Atorvastatin,57.83,94,2027-11-29,OTC
MED00696,Metformin,69.1,132,2028-07-12,Prescription
MED00697,Paracetamol,181.67,105,2027-04-05,PersonalCare
MED00698,Paracetamol,360.63,29,2026-01-04,Prescription
MED00699,Cetirizine,254.14,141,2026-08-25,Supplement
MED00700,Calcium,324.75,8,2028-04-10,PersonalCare
MED00701,Azithromycin,219.82,83,2025-10-15,PersonalCare
MED00702,Omeprazole,313.52,141,2026-08-01,Supplement
MED00703,Metformin,94.54,37,2025-11-24,Supplement
MED00704,Cetirizine,140.51,139,2027-03-16,Prescription
MED00705,Ibuprofen,137.27,118,2026-04-26,PersonalCare
MED00706,Ibuprofen,164.1,10,2026-04-09,OTC
MED00707,Ibuprofen,458.43,8,2028-11-25,Prescription
MED00708,Omeprazole,345.94,161,2028-04-17,OTC
MED00709,Metformin,398.23,154,2026-05-25,PersonalCare
MED00710,Paracetamol,203.95,6,2026-06-25,PersonalCare
MED00711,Ibuprofen,439.21,145,2025-09-12,OTC
MED00712,Cetirizine,372.15,96,2028-09-09,Prescription
MED00713,Metformin,368.61,104,2028-02-22,Prescription
MED00714,Metformin,50.43,11,2026-03-28,Supplement
MED00715,Ibuprofen,154.83,50,2025-05-23,OTC
MED00716,Ibuprofen,473.06,143,2028-07-21,OTC
MED00717,Metformin,24.66,87,2025-06-25,Prescription
MED00718,Cetirizine,171.13,29,2027-07-01,OTC
MED00719,Metformin,169.67,9,2027-10-26,Supplement
MED00720,Omeprazole,20.65,190,2026-07-17,OTC
MED00721,Omeprazole,237.55,75,2028-09-14,PersonalCare
MED00722,Azithromycin,53.22,50,2025-08-03,Supplement
MED00723,Atorvastatin,386.21,99,2026-07-11,Supplement
MED00724,Calcium,80.07,195,2025-11-09,PersonalCare
MED00725,Atorvastatin,337.47,120,2028-05-13,Supplement
MED00726,Paracetamol,238.4,68,2025-02-25,Prescription
MED00727,Azithromycin,431.77,115,2026-06-28,Supplement
MED00728,Calcium,21.78,58,2026-05-21,OTC
MED00729,Azithromycin,208.73,157,2026-08-15,OTC
MED00730,Cetirizine,411.59,103,2026-09-08,OTC
MED00731,Paracetamol,420.06,4,2026-04-05,Prescription
MED00732,Omeprazole,384.36,115,2026-12-20,Prescription
MED00733,Ibuprofen,357.36,142,2025-04-04,Supplement
MED00734,Calcium,464.22,101,2026-05-10,OTC
MED00735,Paracetamol,58.98,136,2028-05-19,PersonalCare
MED00736,Atorvastatin,161.75,24,2025-12-06,Supplement
MED00737,Azithromycin,210.16,99,2026-08-15,OTC
MED00738,Paracetamol,154.83,74,2027-12-04,PersonalCare
MED00739,Calcium,307.73,143,2027-02-15,Supplement
MED00740,Metformin,268.05,119,2025-01-25,Prescription
MED00741,Omeprazole,407.9,6,2025-04-20,PersonalCare
MED00742,Calcium,21.89,18,2027-06-30,PersonalCare
MED00743,Azithromycin,333.84,80,2028-03-21,Supplement
MED00744,Azithromycin,408.29,9,2027-06-29,OTC
MED00745,Ibuprofen,467.16,18,2027-06-25,OTC
MED00746,Omeprazole,419.43,9,2026-07-24,OTC
MED00747,Cetirizine,462.52,68,2026-08-10,Supplement
MED00748,Ibuprofen,473.51,91,2026-11-16,PersonalCare
MED00749,Calcium,154.07,59,2026-04-23,Supplement
MED00750,Omeprazole,492.76,87,2027-02-06,Prescription
MED00751,Azithromycin,292.42,27,2027-09-11,OTC
MED00752,Azithromycin,368.91,92,2026-05-15,OTC
MED00753,Paracetamol,169.34,177,2028-04-14,Prescription
MED00754,Omeprazole,320.72,89,2026-03-16,PersonalCare
MED00755,Ibuprofen,479.48,157,2027-09-06,PersonalCare
MED00756,Azithromycin,69.81,116,2026-03-20,Supplement
MED00757,Omeprazole,353.35,39,2026-07-14,PersonalCare
MED00758,Cetirizine,465.97,50,2028-02-22,Supplement
MED00759,Omeprazole,431.75,169,2026-05-14,Prescription
MED00760,Calcium,336.25,99,2028-02-08,PersonalCare
MED00761,Ibuprofen,145.17,20,2026-05-10,Supplement
MED00762,Azithromycin,399.69,195,2027-09-14,PersonalCare
MED00763,Calcium,469.87,110,2025-01-13,Supplement
MED00764,Atorvastatin,288.42,25,2027-09-06,Prescription
MED00765,Atorvastatin,242.0,32,2025-08-31,OTC
MED00766,Omeprazole,85.4,6,2027-03-17,Prescription
MED00767,Atorvastatin,380.06,100,2026-09-12,PersonalCare
MED00768,Azithromycin,413.41,136,2028-11-22,PersonalCare
MED00769,Paracetamol,68.78,75,2028-09-19,Supplement
MED00770,Atorvastatin,253.28,59,2028-05-12,Prescription
MED00771,Metformin,337.48,121,2028-11-25,OTC
MED00772,Omeprazole,210.82,191,2028-04-09,Prescription
MED00773,Atorvastatin,174.63,154,2028-08-21,OTC
MED00774,Atorvastatin,31.45,44,2027-03-09,OTC
MED00775,Paracetamol,43.0,20,2025-08-16,OTC
MED00776,Ibuprofen,412.63,108,2025-06-01,PersonalCare
MED00777,Ibuprofen,426.12,117,2026-01-30,Supplement
MED00778,Metformin,484.61,191,2028-06-30,OTC
MED00779,Cetirizine,474.83,59,2025-01-03,OTC
MED00780,Cetirizine,334.47,49,2027-12-24,Supplement
MED00781,Omeprazole,419.46,159,2025-04-15,PersonalCare
MED00782,Calcium,81.37,172,2026-03-23,OTC
MED00783,Paracetamol,146.57,67,2027-12-20,OTC
MED00784,Calcium,344.61,119,2028-07-10,Prescription
MED00785,Omeprazole,430.92,92,2026-10-12,PersonalCare
MED00786,Ibuprofen,310.84,32,2025-05-28,Prescription
MED00787,Cetirizine,30.08,54,2025-06-17,PersonalCare
MED00788,Metformin,78.35,98,2025-05-10,Prescription
MED00789,Paracetamol,94.66,105,2026-06-21,OTC
MED00790,Omeprazole,311.62,108,2027-11-04,Prescription
MED00791,Atorvastatin,458.27,156,2028-04-25,OTC
MED00792,Omeprazole,426.86,111,2026-07-15,OTC
MED00793,Azithromycin,90.72,200,2028-03-28,OTC
MED00794,Azithromycin,336.12,87,2025-10-14,Prescription
MED00795,Omeprazole,406.42,26,2025-12-25,PersonalCare
MED00796,Azithromycin,241.33,66,2028-05-24,Supplement
MED00797,Cetirizine,469.42,80,2026-01-14,PersonalCare
MED00798,Metformin,143.91,175,2027-12-02,Supplement
MED00799,Azithromycin,404.69,191,2028-07-13,PersonalCare
MED00800,Omeprazole,263.5,29,2025-06-02,Supplement
MED00801,Azithromycin,125.98,109,2026-06-12,OTC
MED00802,Paracetamol,173.83,127,2027-09-08,OTC
MED00803,Atorvastatin,172.29,89,2028-05-01,OTC
MED00804,Omeprazole,355.33,42,2027-09-14,PersonalCare
MED00805,Paracetamol,102.43,91,2028-03-27,OTC
MED00806,Cetirizine,27.59,186,2026-06-30,PersonalCare
MED00807,Azithromycin,244.62,29,2027-04-25,Prescription
MED00808,Omeprazole,209.73,5,2026-03-20,Prescription
MED00809,Azithromycin,175.52,76,2025-05-29,OTC
MED00810,Cetirizine,318.79,88,2028-09-09,PersonalCare
MED00811,Calcium,389.39,184,2027-07-22,Prescription
MED00812,Atorvastatin,488.84,148,2026-10-09,Supplement
MED00813,Ibuprofen,290.88,164,2025-10-27,Supplement
MED00814,Calcium,149.33,21,2025-05-31,OTC
MED00815,Calcium,344.2,100,2027-07-23,OTC
MED00816,Azithromycin,361.03,108,2025-10-31,Supplement
MED00817,Omeprazole,479.76,118,2027-06-02,OTC
MED00818,Ibuprofen,96.95,142,2026-08-21,Prescription
MED00819,Azithromycin,119.84,3,2028-01-18,OTC
MED00820,Atorvastatin,211.0,63,2025-03-07,Prescription
MED00821,Cetirizine,321.57,163,2028-02-19,Prescription
MED00822,Calcium,127.12,43,2025-08-15,OTC
MED00823,Calcium,347.82,133,2027-12-11,Prescription
MED00824,Ibuprofen,102.45,112,2026-04-16,PersonalCare
MED00825,Atorvastatin,386.0,74,2028-01-21,Supplement
MED00826,Cetirizine,108.27,120,2025-10-01,OTC
MED00827,Ibuprofen,316.25,5,2028-02-02,Supplement
MED00828,Cetirizine,281.49,64,2028-10-11,OTC
MED00829,Omeprazole,347.3,41,2027-10-01,PersonalCare
MED00830,Azithromycin,322.03,83,2025-05-16,Prescription
MED00831,Atorvastatin,189.67,23,2028-11-02,OTC
MED00832,Paracetamol,479.36,20,2025-03-08,OTC
MED00833,Metformin,350.55,196,2026-06-09,Prescription
MED00834,Cetirizine,226.05,44,2026-03-02,OTC
MED00835,Paracetamol,120.71,2,2027-07-15,Prescription
MED00836,Cetirizine,135.5,9,2025-11-11,Prescription
MED00837,Paracetamol,358.59,48,2028-10-03,Supplement
MED00838,Cetirizine,441.03,163,2026-07-17,Prescription
MED00839,Calcium,178.83,52,2028-03-22,OTC
MED00840,Omeprazole,388.41,36,2028-02-22,OTC
MED00841,Ibuprofen,438.18,181,2027-03-23,Prescription
MED00842,Ibuprofen,222.57,200,2027-05-24,PersonalCare
MED00843,Calcium,368.9,78,2025-01-19,Prescription
MED00844,Azithromycin,431.9,65,2027-02-05,Supplement
MED00845,Metformin,50.85,4,2027-03-09,OTC
MED00846,Omeprazole,207.66,148,2027-08-09,OTC
MED00847,Paracetamol,349.17,73,2026-08-18,Supplement
MED00848,Paracetamol,67.93,186,2028-09-05,OTC
MED00849,Calcium,215.46,36,2028-04-03,PersonalCare
MED00850,Cetirizine,267.55,150,2025-09-23,Supplement
MED00851,Ibuprofen,77.13,1,2026-10-13,OTC
MED00852,Omeprazole,315.33,180,2027-05-02,OTC
MED00853,Azithromycin,78.64,41,2028-12-21,Supplement
MED00854,Atorvastatin,96.7,62,2028-11-27,Prescription
MED00855,Cetirizine,337.12,141,2025-04-09,Supplement
MED00856,Azithromycin,492.37,165,2027-07-01,Supplement
MED00857,Azithromycin,187.92,69,2025-04-28,Supplement
MED00858,Calcium,497.63,44,2026-11-28,Prescription
MED00859,Atorvastatin,42.43,27,2025-06-28,OTC
MED00860,Atorvastatin,392.62,83,2026-10-17,PersonalCare
MED00861,Cetirizine,242.24,180,2028-01-18,Prescription
MED00862,Omeprazole,39.38,21,2027-07-01,Supplement
MED00863,Paracetamol,485.3,5,2026-06-06,Supplement
MED00864,Paracetamol,359.22,151,2027-08-23,OTC
MED00865,Omeprazole,52.36,79,2025-09-26,Prescription
MED00866,Azithromycin,196.63,179,2026-11-04,Supplement
MED00867,Atorvastatin,306.2,46,2025-04-03,Supplement
MED00868,Atorvastatin,290.49,113,2026-10-20,PersonalCare
MED00869,Calcium,307.8,22,2025-08-08,Prescription
MED00870,Calcium,494.93,140,2026-04-03,OTC
MED00871,Metformin,384.13,119,2027-04-24,Prescription
MED00872,Calcium,439.54,83,2028-10-30,OTC
MED00873,Ibuprofen,498.71,0,2028-01-31,Supplement
MED00874,Calcium,457.55,9,2025-08-12,Supplement
MED00875,Cetirizine,107.14,198,2026-02-25,Prescription
MED00876,Omeprazole,360.47,152,2027-02-09,OTC
MED00877,Paracetamol,459.4,50,2026-07-12,PersonalCare
MED00878,Omeprazole,346.76,18,2025-09-24,Prescription
MED00879,Paracetamol,349.69,126,2026-07-30,PersonalCare
MED00880,Ibuprofen,375.43,191,2026-05-20,PersonalCare
MED00881,Cetirizine,243.94,162,2026-11-04,PersonalCare
MED00882,Paracetamol,457.94,56,2026-03-09,PersonalCare
MED00883,Atorvastatin,443.61,37,2027-11-18,Supplement
MED00884,Omeprazole,266.01,26,2028-01-24,Supplement
MED00885,Azithromycin,485.19,119,2027-03-22,Prescription
MED00886,Paracetamol,361.65,145,2025-01-18,OTC
MED00887,Calcium,133.86,150,2026-08-06,Supplement
MED00888,Metformin,170.06,175,2028-08-08,Supplement
MED00889,Metformin,153.01,11,2027-07-15,PersonalCare
MED00890,Cetirizine,377.03,34,2027-03-01,Supplement
MED00891,Metformin,334.01,76,2027-07-15,Supplement
MED00892,Ibuprofen,350.9,7,2026-06-15,Prescription
MED00893,Atorvastatin,298.27,131,2026-03-05,Supplement
MED00894,Paracetamol,241.79,155,2028-12-12,PersonalCare
MED00895,Atorvastatin,263.02,80,2027-07-12,Prescription
MED00896,Calcium,178.34,170,2028-02-05,OTC
MED00897,Omeprazole,248.94,79,2026-03-23,Supplement
MED00898,Paracetamol,254.63,177,2026-03-08,OTC
MED00899,Calcium,333.03,25,2028-11-07,PersonalCare
MED00900,Calcium,479.5,24,2028-11-06,Prescription
MED00901,Atorvastatin,335.64,164,2028-07-06,OTC
MED00902,Calcium,263.77,55,2027-03-06,Prescription
MED00903,Cetirizine,111.56,183,2028-12-28,Supplement
MED00904,Metformin,26.55,48,2027-04-18,Supplement
MED00905,Cetirizine,477.89,85,2028-10-28,OTC
MED00906,Cetirizine,127.62,195,2025-10-11,PersonalCare
MED00907,Atorvastatin,113.87,117,2026-05-03,Supplement
MED00908,Atorvastatin,408.25,72,2028-06-30,PersonalCare
MED00909,Cetirizine,145.99,176,2025-04-20,Prescription
MED00910,Cetirizine,484.92,62,2026-07-03,PersonalCare
MED00911,Calcium,55.92,108,2028-06-08,Supplement
MED00912,Paracetamol,300.88,181,2027-01-02,Supplement
MED00913,Atorvastatin,185.44,115,2025-03-27,Prescription
MED00914,Paracetamol,39.66,29,2027-08-22,Supplement
MED00915,Ibuprofen,113.39,79,2026-06-28,Supplement
MED00916,Metformin,403.67,100,2025-08-16,Prescription
MED00917,Ibuprofen,284.49,63,2028-09-19,OTC
MED00918,Cetirizine,249.25,187,2025-01-30,PersonalCare
MED00919,Atorvastatin,34.24,188,2027-04-10,OTC
MED00920,Cetirizine,101.05,38,2028-01-14,Prescription
MED00921,Paracetamol,195.05,75,2026-08-04,PersonalCare
MED00922,Atorvastatin,139.2,1,2026-06-10,Supplement
MED00923,Atorvastatin,175.44,87,2028-04-04,Supplement
MED00924,Paracetamol,80.51,104,2026-03-11,Supplement
MED00925,Omeprazole,23.18,127,2027-09-25,Supplement
MED00926,Azithromycin,131.4,35,2027-09-27,PersonalCare
MED00927,Azithromycin,296.75,153,2025-05-07,Supplement
MED00928,Omeprazole,36.98,133,2025-12-31,Prescription
MED00929,Omeprazole,291.47,184,2028-09-15,Prescription
MED00930,Omeprazole,447.1,144,2025-02-05,Prescription
MED00931,Cetirizine,91.84,144,2027-06-29,Supplement
MED00932,Atorvastatin,344.74,102,2025-08-02,PersonalCare
