cardID,playerID,playerName,tokens,game
C00621,P00621,Ishaan,100,Air_Hockey
C00622,P00622,Aditi,50,VR_Adventure
C00623,P00623,Kushvendra,50,Air_Hockey
C00624,P00624,Ishaan,10,VR_Adventure
C00625,P00625,Varun,20,VR_Racing
C00626,P00626,Kavya,10,Bowling
C00627,P00627,Kavya,100,Bowling
C00628,P00628,Sneha,30,Air_Hockey
C00629,P00629,Ananya,20,Bowling
C00630,P00630,Ananya,30,VR_Adventure
C00631,P00631,Sneha,20,Air_Hockey
C00632,P00632,Maya,50,VR_Racing
C00633,P00633,Aditya,100,Air_Hockey
C00634,P00634,Varun,150,Bowling
C00635,P00635,Arjun,150,Bowling
C00636,P00636,Ananya,10,Air_Hockey
C00637,P00637,Kushvendra,10,Bowling
C00638,P00638,Aarav,150,VR_Adventure
C00639,P00639,Saanvi,50,VR_Racing
C00640,P00640,Vivaan,100,VR_Racing
C00641,P00641,Varun,30,VR_Adventure
C00642,P00642,Ayush,75,VR_Adventure
C00643,P00643,Rohit,30,VR_Racing
C00644,P00644,Maya,30,Arcade_Shooter
C00645,P00645,Sam,10,Bowling
C00646,P00646,Manthan,10,VR_Adventure
C00647,P00647,Manthan,50,VR_Adventure
C00648,P00648,Arjun,75,VR_Racing
C00649,P00649,Varun,30,Air_Hockey
C00650,P00650,Arjun,50,Air_Hockey
C00651,P00651,Varun,10,Air_Hockey
C00652,P00652,Saanvi,100,VR_Adventure
C00653,P00653,Maya,100,Arcade_Shooter
C00654,P00654,Pranav,10,Air_Hockey
C00655,P00655,Aditya,10,VR_Adventure
C00656,P00656,Manthan,150,Bowling
C00657,P00657,Ishaan,150,Air_Hockey
C00658,P00658,Riya,100,Air_Hockey
C00659,P00659,Varun,100,VR_Adventure
C00660,P00660,Aarav,75,VR_Adventure
C00661,P00661,Ishaan,50,VR_Adventure
C00662,P00662,Saanvi,10,VR_Racing
C00663,P00663,Arjun,100,VR_Racing
C00664,P00664,Rohit,75,Bowling
C00665,P00665,Maya,20,VR_Adventure
C00666,P00666,Arjun,150,Arcade_Shooter
C00667,P00667,Saanvi,20,VR_Racing
C00668,P00668,Riya,30,Air_Hockey
C00669,P00669,Sneha,50,Arcade_Shooter
C00670,P00670,Manthan,10,Arcade_Shooter
C00671,P00671,Varun,150,Bowling
C00672,P00672,Neha,10,Air_Hockey
C00673,P00673,Riya,100,Air_Hockey
C00674,P00674,Aditya,30,VR_Racing
C00675,P00675,Saanvi,30,Arcade_Shooter
C00676,P00676,Sneha,100,Air_Hockey
C00677,P00677,Saanvi,20,Arcade_Shooter
C00678,P00678,Kushvendra,100,Air_Hockey
C00679,P00679,Ananya,100,Air_Hockey
C00680,P00680,Kavya,20,VR_Racing
C00681,P00681,Pranav,100,Arcade_Shooter
C00682,P00682,Aarav,75,Bowling
C00683,P00683,Riya,10,Air_Hockey
C00684,P00684,Maya,20,Air_Hockey
C00685,P00685,Kavya,10,Bowling
C00686,P00686,Varun,50,VR_Racing
C00687,P00687,Maya,100,VR_Adventure
C00688,P00688,Pranav,20,Bowling
C00689,P00689,Ishaan,150,Bowling
C00690,P00690,Sam,20,Bowling
C00691,P00691,Ananya,150,VR_Racing
C00692,P00692,Sam,30,Bowling
C00693,P00693,Aditi,50,Air_Hockey
C00694,P00694,Maya,150,VR_Adventure
C00695,P00695,Ananya,50,Bowling
C00696,P00696,Riya,50,Arcade_Shooter
C00697,P00697,Rohit,75,Bowling
C00698,P00698,Rohit,20,Arcade_Shooter
C00699,P00699,Varun,100,VR_Racing
C00700,P00700,Neha,100,VR_Racing
C00701,P00701,Arjun,75,Arcade_Shooter
C00702,P00702,Vivaan,20,Bowling
C00703,P00703,Aditya,10,VR_Racing
C00704,P00704,Ananya,100,Arcade_Shooter
C00705,P00705,Ishaan,10,VR_Racing
C00706,P00706,Sneha,30,Arcade_Shooter
C00707,P00707,Manthan,150,VR_Racing
C00708,P00708,Riya,150,Bowling
C00709,P00709,Ayush,75,Bowling
C00710,P00710,Varun,150,Bowling
C00711,P00711,Aditya,20,Arcade_Shooter
C00712,P00712,Arjun,150,Arcade_Shooter
C00713,P00713,Riya,20,Arcade_Shooter
C00714,P00714,Ishaan,75,Air_Hockey
C00715,P00715,Ananya,75,Bowling
C00716,P00716,Sneha,10,VR_Adventure
C00717,P00717,Pranav,20,VR_Adventure
C00718,P00718,Aditya,20,Air_Hockey
C00719,P00719,Aarav,75,Bowling
C00720,P00720,Aditi,50,VR_Adventure
C00721,P00721,Saanvi,50,VR_Adventure
C00722,P00722,Riya,10,Arcade_Shooter
C00723,P00723,Aditya,50,VR_Adventure
C00724,P00724,Riya,20,Air_Hockey
C00725,P00725,Ishaan,75,VR_Racing
C00726,P00726,Maya,150,VR_Adventure
C00727,P00727,Saanvi,50,VR_Racing
C00728,P00728,Manthan,10,VR_Adventure
C00729,P00729,Ananya,10,Air_Hockey
C00730,P00730,Aditi,30,Bowling
C00731,P00731,Maya,75,VR_Adventure
C00732,P00732,Ananya,75,VR_Racing
C00733,P00733,Saanvi,50,Bowling
C00734,P00734,Rohit,100,Arcade_Shooter
C00735,P00735,Aditi,10,VR_Racing
C00736,P00736,Ananya,150,Arcade_Shooter
C00737,P00737,Rohit,10,Bowling
C00738,P00738,Sam,30,Air_Hockey
C00739,P00739,Riya,30,Bowling
C00740,P00740,Kushvendra,30,VR_Racing
C00741,P00741,Rohit,150,Air_Hockey
C00742,P00742,Aarav,10,Bowling
C00743,P00743,Ananya,30,Bowling
C00744,P00744,Varun,75,Arcade_Shooter
C00745,P00745,Saanvi,30,VR_Adventure
C00746,P00746,Aditya,100,VR_Racing
C00747,P00747,Varun,10,VR_Adventure
C00748,P00748,Riya,75,Arcade_Shooter
C00749,P00749,Varun,30,VR_Racing
C00750,P00750,Arjun,100,VR_Adventure
C00751,P00751,Kavya,50,Air_Hockey
C00752,P00752,Sam,75,Arcade_Shooter
C00753,P00753,Kushvendra,75,Air_Hockey
C00754,P00754,Manthan,20,Air_Hockey
C00755,P00755,Vivaan,30,Air_Hockey
C00756,P00756,Pranav,10,Bowling
C00757,P00757,Ananya,20,VR_Racing
C00758,P00758,Rohit,150,VR_Racing
C00759,P00759,Ayush,50,Air_Hockey
C00760,P00760,Sneha,10,Air_Hockey
C00761,P00761,Saanvi,150,Arcade_Shooter
C00762,P00762,Vivaan,10,VR_Adventure
C00763,P00763,Vivaan,100,Air_Hockey
C00764,P00764,Vivaan,10,VR_Adventure
C00765,P00765,Kushvendra,30,Arcade_Shooter
C00766,P00766,Aarav,75,Arcade_Shooter
C00767,P00767,Sneha,20,VR_Racing
C00768,P00768,Saanvi,30,VR_Racing
C00769,P00769,Ananya,50,Air_Hockey
C00770,P00770,Maya,10,Air_Hockey
C00771,P00771,Aarav,150,Arcade_Shooter
C00772,P00772,Sneha,75,Arcade_Shooter
C00773,P00773,Aarav,50,VR_Racing
C00774,P00774,Aditi,75,Arcade_Shooter
C00775,P00775,Ishaan,10,Bowling
C00776,P00776,Manthan,75,Arcade_Shooter
C00777,P00777,Ishaan,50,Arcade_Shooter
C00778,P00778,Aditya,50,Arcade_Shooter
C00779,P00779,Kavya,50,Bowling
C00780,P00780,Arjun,30,Air_Hockey
C00781,P00781,Aditi,30,Air_Hockey
C00782,P00782,Ananya,20,Bowling
C00783,P00783,Kushvendra,10,Air_Hockey
C00784,P00784,Kushvendra,150,Arcade_Shooter
C00785,P00785,Sam,100,VR_Adventure
C00786,P00786,Aarav,30,Arcade_Shooter
C00787,P00787,Ayush,150,Air_Hockey
C00788,P00788,Maya,100,VR_Racing
C00789,P00789,Arjun,10,Air_Hockey
C00790,P00790,Riya,100,VR_Racing
C00791,P00791,Maya,30,Air_Hockey
C00792,P00792,Aditi,150,VR_Adventure
C00793,P00793,Aarav,150,Arcade_Shooter
C00794,P00794,Kushvendra,100,Bowling
C00795,P00795,Aarav,75,VR_Racing
C00796,P00796,Sam,75,Air_Hockey
C00797,P00797,Aditi,150,Bowling
C00798,P00798,Kavya,30,Air_Hockey
C00799,P00799,Kushvendra,100,Air_Hockey
C00800,P00800,Aditi,150,VR_Racing
C00801,P00801,Rohit,30,Bowling
C00802,P00802,Riya,10,Bowling
C00803,P00803,Kavya,10,Bowling
C00804,P00804,Vivaan,30,Bowling
C00805,P00805,Neha,50,Bowling
C00806,P00806,Aarav,75,Arcade_Shooter
C00807,P00807,Ishaan,10,Air_Hockey
C00808,P00808,Sneha,150,Bowling
C00809,P00809,Maya,100,VR_Adventure
C00810,P00810,Ananya,10,VR_Racing
C00811,P00811,Vivaan,20,Bowling
C00812,P00812,Vivaan,30,VR_Racing
C00813,P00813,Manthan,100,VR_Adventure
C00814,P00814,Ishaan,50,Air_Hockey
C00815,P00815,Aarav,75,VR_Racing
C00816,P00816,Kavya,150,Bowling
C00817,P00817,Neha,30,Bowling
C00818,P00818,Varun,30,VR_Racing
C00819,P00819,Ishaan,10,VR_Racing
C00820,P00820,Pranav,10,VR_Racing
C00821,P00821,Pranav,100,Air_Hockey
C00822,P00822,Kavya,150,Bowling
C00823,P00823,Kavya,75,Air_Hockey
C00824,P00824,Ayush,75,Arcade_Shooter
C00825,P00825,Pranav,100,VR_Adventure
C00826,P00826,Rohit,30,Arcade_Shooter
C00827,P00827,Manthan,50,VR_Racing
C00828,P00828,Pranav,75,VR_Adventure
C00829,P00829,Maya,20,Bowling
C00830,P00830,Ayush,50,Arcade_Shooter
C00831,P00831,Kushvendra,50,Air_Hockey
C00832,P00832,Ishaan,10,Arcade_Shooter
C00833,P00833,Varun,10,Air_Hockey
C00834,P00834,Maya,30,VR_Racing
C00835,P00835,Vivaan,75,VR_Racing
C00836,P00836,Riya,100,VR_Racing
C00837,P00837,Ayush,30,Arcade_Shooter
C00838,P00838,Manthan,10,VR_Adventure
C00839,P00839,Aditya,30,VR_Adventure
C00840,P00840,Kushvendra,75,VR_Racing
C00841,P00841,Pranav,20,VR_Racing
C00842,P00842,Kushvendra,10,Air_Hockey
C00843,P00843,Vivaan,150,Air_Hockey
C00844,P00844,Kavya,10,Air_Hockey
C00845,P00845,Kavya,50,Air_Hockey
C00846,P00846,Ayush,20,VR_Racing
C00847,P00847,Ishaan,100,Arcade_Shooter
C00848,P00848,Riya,100,Arcade_Shooter
C00849,P00849,Aditya,75,Air_Hockey
C00850,P00850,Ayush,50,VR_Racing
C00851,P00851,Riya,30,Bowling
C00852,P00852,Ayush,10,Air_Hockey
C00853,P00853,Varun,30,Bowling
C00854,P00854,Kavya,50,VR_Adventure
C00855,P00855,Neha,30,Bowling
C00856,P00856,Varun,75,Arcade_Shooter
C00857,P00857,Kavya,100,Bowling
C00858,P00858,Vivaan,100,VR_Adventure
C00859,P00859,Ananya,20,VR_Adventure
C00860,P00860,Vivaan,150,VR_Racing
C00861,P00861,Ananya,150,Air_Hockey
C00862,P00862,Arjun,30,Bowling
C00863,P00863,Sneha,100,VR_Adventure
C00864,P00864,Riya,150,VR_Adventure
C00865,P00865,Rohit,100,Bowling
C00866,P00866,Sam,10,Bowling
C00867,P00867,Pranav,75,VR_Adventure
C00868,P00868,Pranav,10,VR_Racing
C00869,P00869,Sam,100,Bowling
C00870,P00870,Ayush,30,VR_Adventure
C00871,P00871,Kavya,50,Arcade_Shooter
C00872,P00872,Sam,20,Bowling
C00873,P00873,Aditi,100,VR_Adventure
C00874,P00874,Sneha,75,VR_Racing
C00875,P00875,Sneha,150,Arcade_Shooter
C00876,P00876,Sneha,50,Air_Hockey
C00877,P00877,Neha,150,Bowling
C00878,P00878,Sam,50,Arcade_Shooter
C00879,P00879,Rohit,75,VR_Racing
C00880,P00880,Kushvendra,20,Bowling
C00881,P00881,Arjun,30,VR_Racing
C00882,P00882,Sam,10,VR_Adventure
C00883,P00883,Rohit,10,Air_Hockey
C00884,P00884,Arjun,150,VR_Adventure
C00885,P00885,Sam,50,Bowling
C00886,P00886,Rohit,50,Air_Hockey
C00887,P00887,Neha,50,Air_Hockey
C00888,P00888,Ishaan,100,VR_Adventure
C00889,P00889,Vivaan,75,VR_Racing
C00890,P00890,Maya,20,Bowling
C00891,P00891,Riya,50,Bowling
C00892,P00892,Arjun,30,VR_Adventure
C00893,P00893,Maya,20,VR_Racing
C00894,P00894,Rohit,50,VR_Adventure
C00895,P00895,Sneha,150,VR_Racing
C00896,P00896,Varun,150,Bowling
C00897,P00897,Neha,150,Air_Hockey
C00898,P00898,Kushvendra,75,VR_Racing
C00899,P00899,Aarav,100,Bowling
C00900,P00900,Neha,100,Arcade_Shooter
C00901,P00901,Sam,100,Air_Hockey
C00902,P00902,Sneha,10,Bowling
C00903,P00903,Kavya,150,Air_Hockey
C00904,P00904,Sneha,50,VR_Racing
C00905,P00905,Kavya,10,Bowling
C00906,P00906,Rohit,150,Air_Hockey
C00907,P00907,Ishaan,20,Bowling
C00908,P00908,Aarav,100,VR_Racing
C00909,P00909,Manthan,30,Bowling
C00910,P00910,Kavya,75,Bowling
C00911,P00911,Ishaan,100,VR_Adventure
C00912,P00912,Maya,75,Bowling
C00913,P00913,Rohit,150,Bowling
C00914,P00914,Arjun,30,Air_Hockey
C00915,P00915,Saanvi,50,Bowling
C00916,P00916,Kavya,100,VR_Adventure
C00917,P00917,Kavya,30,Bowling
C00918,P00918,Kushvendra,100,Air_Hockey
C00919,P00919,Ayush,150,Air_Hockey
C00920,P00920,Saanvi,20,Bowling
C00921,P00921,Kavya,20,VR_Racing
C00922,P00922,Kushvendra,10,VR_Adventure
C00923,P00923,Kushvendra,20,VR_Racing
C00924,P00924,Rohit,20,Air_Hockey
C00925,P00925,Sneha,20,VR_Adventure
C00926,P00926,Arjun,50,Air_Hockey
C00927,P00927,Sam,30,VR_Adventure
C00928,P00928,Aditi,50,VR_Racing
C00929,P00929,Aditi,75,Bowling
C00930,P00930,Riya,100,Air_Hockey
C00931,P00931,Ayush,10,Arcade_Shooter
C00932,P00932,Neha,50,VR_Adventure
C00933,P00933,Aditi,10,Arcade_Shooter
C00934,P00934,Rohit,50,Bowling
C00935,P00935,Kavya,75,Arcade_Shooter
C00936,P00936,Maya,150,Bowling
C00937,P00937,Saanvi,100,Bowling
C00938,P00938,Ishaan,10,Air_Hockey
C00939,P00939,Maya,150,Air_Hockey
C00940,P00940,Aditya,50,Bowling
C00941,P00941,Ananya,50,Air_Hockey
C00942,P00942,Rohit,100,VR_Adventure
C00943,P00943,Kavya,20,Bowling
C00944,P00944,Sneha,10,Air_Hockey
C00945,P00945,Pranav,75,VR_Racing
C00946,P00946,Sam,10,Air_Hockey
C00947,P00947,Saanvi,100,Air_Hockey
C00948,P00948,Sam,30,VR_Racing
C00949,P00949,Sneha,150,Arcade_Shooter
C00950,P00950,Kushvendra,75,Arcade_Shooter
C00951,P00951,Manthan,10,VR_Racing
C00952,P00952,Ayush,75,VR_Racing
C00953,P00953,Manthan,50,VR_Adventure
C00954,P00954,Sneha,75,VR_Racing
C00955,P00955,Sneha,75,VR_Adventure
C00956,P00956,Arjun,20,VR_Racing
C00957,P00957,Sneha,100,VR_Racing
C00958,P00958,Aarav,75,VR_Racing
C00959,P00959,Saanvi,20,Bowling
C00960,P00960,Sam,10,Arcade_Shooter
C00961,P00961,Saanvi,150,Air_Hockey
C00962,P00962,Pranav,20,Arcade_Shooter
C00963,P00963,Neha,75,Arcade_Shooter
C00964,P00964,Kavya,75,Bowling
C00965,P00965,Aditya,75,VR_Racing
C00966,P00966,Vivaan,100,Air_Hockey
C00967,P00967,Sam,100,Bowling
C00968,P00968,Maya,75,VR_Racing
C00969,P00969,Aditya,100,Arcade_Shooter
C00970,P00970,Sam,150,Bowling
C00971,P00971,Neha,30,VR_Racing
C00972,P00972,Ananya,10,VR_Racing
C00973,P00973,Aditi,20,VR_Adventure
C00974,P00974,Rohit,75,VR_Racing
C00975,P00975,Kavya,50,Bowling
C00976,P00976,Sam,30,VR_Racing
C00977,P00977,Vivaan,100,Arcade_Shooter
C00978,P00978,Aarav,150,Arcade_Shooter
C00979,P00979,Ananya,75,VR_Racing
C00980,P00980,Manthan,75,Air_Hockey
C00981,P00981,Neha,100,Air_Hockey
C00982,P00982,Sam,30,Arcade_Shooter
C00983,P00983,Saanvi,75,Bowling
C00984,P00984,Saanvi,75,Arcade_Shooter
C00985,P00985,Sneha,30,Bowling
C00986,P00986,Riya,75,VR_Adventure
C00987,P00987,Pranav,50,Arcade_Shooter
C00988,P00988,Sneha,100,Air_Hockey
C00989,P00989,Ananya,30,VR_Adventure
C00990,P00990,Kushvendra,10,Arcade_Shooter
C00991,P00991,Aarav,150,Arcade_Shooter
C00992,P00992,Rohit,50,Arcade_Shooter
C00993,P00993,Vivaan,50,VR_Adventure
C00994,P00994,Saanvi,150,VR_Racing
C00995,P00995,Ayush,20,Bowling
C00996,P00996,Ishaan,150,Bowling
C00997,P00997,Manthan,20,Arcade_Shooter
C00998,P00998,Neha,50,VR_Adventure
C00999,P00999,Maya,20,Bowling
C01000,P01000,Pranav,100,VR_Adventure
